id,length,starting_pitch,sequence
230,7,S,"S, F, F, B, F, F, H"
231,7,S,"S, F, F, F, B, B, H"
232,7,S,"S, F, F, F, B, F, H"
233,7,S,"S, F, F, F, F, B, H"
234,7,S,"S, F, F, F, F, F, H"
235,7,C,"C, B, B, B, F, F, H"
236,7,C,"C, B, B, F, B, F, H"
237,7,C,"C, B, B, F, F, B, H"
238,7,C,"C, B, B, F, F, F, H"
239,7,C,"C, B, F, B, B, F, H"
240,7,C,"C, B, F, B, F, B, H"
241,7,C,"C, B, F, B, F, F, H"
242,7,C,"C, B, F, F, B, B, H"
243,7,C,"C, B, F, F, B, F, H"
244,7,C,"C, B, F, F, F, B, H"
245,7,C,"C, B, F, F, F, F, H"
246,7,C,"C, F, B, B, B, F, H"
247,7,C,"C, F, B, B, F, B, H"
248,7,C,"C, F, B, B, F, F, H"
249,7,C,"C, F, B, F, B, B, H"
250,7,C,"C, F, B, F, B, F, H"
251,7,C,"C, F, B, F, F, B, H"
252,7,C,"C, F, B, F, F, F, H"
253,7,C,"C, F, F, B, B, B, H"
254,7,C,"C, F, F, B, B, F, H"
255,7,C,"C, F, F, B, F, B, H"
256,7,C,"C, F, F, B, F, F, H"
257,7,C,"C, F, F, F, B, B, H"
258,7,C,"C, F, F, F, B, F, H"
259,7,C,"C, F, F, F, F, B, H"
260,7,C,"C, F, F, F, F, F, H"
261,7,F,"F, B, B, B, F, F, H"
262,7,F,"F, B, B, F, B, F, H"
263,7,F,"F, B, B, F, F, B, H"
264,7,F,"F, B, B, F, F, F, H"
265,7,F,"F, B, F, B, B, F, H"
266,7,F,"F, B, F, B, F, B, H"
267,7,F,"F, B, F, B, F, F, H"
268,7,F,"F, B, F, F, B, B, H"
269,7,F,"F, B, F, F, B, F, H"
270,7,F,"F, B, F, F, F, B, H"
271,7,F,"F, B, F, F, F, F, H"
272,7,F,"F, F, B, B, B, F, H"
273,7,F,"F, F, B, B, F, B, H"
274,7,F,"F, F, B, B, F, F, H"
275,7,F,"F, F, B, F, B, B, H"
276,7,F,"F, F, B, F, B, F, H"
277,7,F,"F, F, B, F, F, B, H"
278,7,F,"F, F, B, F, F, F, H"
279,7,F,"F, F, F, B, B, B, H"
280,7,F,"F, F, F, B, B, F, H"
281,7,F,"F, F, F, B, F, B, H"
282,7,F,"F, F, F, B, F, F, H"
283,7,F,"F, F, F, F, B, B, H"
284,7,F,"F, F, F, F, B, F, H"
285,7,F,"F, F, F, F, F, B, H"
286,7,F,"F, F, F, F, F, F, H"
287,8,B,"B, B, B, S, F, F, F, H"
288,8,B,"B, B, B, C, F, F, F, H"
289,8,B,"B, B, B, F, F, F, F, H"
290,8,B,"B, B, S, B, F, F, F, H"
291,8,B,"B, B, S, F, B, F, F, H"
292,8,B,"B, B, S, F, F, B, F, H"
293,8,B,"B, B, S, F, F, F, B, H"
294,8,B,"B, B, S, F, F, F, F, H"
295,8,B,"B, B, C, B, F, F, F, H"
296,8,B,"B, B, C, F, B, F, F, H"
297,8,B,"B, B, C, F, F, B, F, H"
298,8,B,"B, B, C, F, F, F, B, H"
299,8,B,"B, B, C, F, F, F, F, H"
300,8,B,"B, B, F, B, F, F, F, H"
301,8,B,"B, B, F, F, B, F, F, H"
302,8,B,"B, B, F, F, F, B, F, H"
303,8,B,"B, B, F, F, F, F, B, H"
304,8,B,"B, B, F, F, F, F, F, H"
305,8,B,"B, S, B, B, F, F, F, H"
306,8,B,"B, S, B, F, B, F, F, H"
307,8,B,"B, S, B, F, F, B, F, H"
308,8,B,"B, S, B, F, F, F, B, H"
309,8,B,"B, S, B, F, F, F, F, H"
310,8,B,"B, S, F, B, B, F, F, H"
311,8,B,"B, S, F, B, F, B, F, H"
312,8,B,"B, S, F, B, F, F, B, H"
313,8,B,"B, S, F, B, F, F, F, H"
314,8,B,"B, S, F, F, B, B, F, H"
315,8,B,"B, S, F, F, B, F, B, H"
316,8,B,"B, S, F, F, B, F, F, H"
317,8,B,"B, S, F, F, F, B, B, H"
318,8,B,"B, S, F, F, F, B, F, H"
319,8,B,"B, S, F, F, F, F, B, H"
320,8,B,"B, S, F, F, F, F, F, H"
321,8,B,"B, C, B, B, F, F, F, H"
322,8,B,"B, C, B, F, B, F, F, H"
323,8,B,"B, C, B, F, F, B, F, H"
324,8,B,"B, C, B, F, F, F, B, H"
325,8,B,"B, C, B, F, F, F, F, H"
326,8,B,"B, C, F, B, B, F, F, H"
327,8,B,"B, C, F, B, F, B, F, H"
328,8,B,"B, C, F, B, F, F, B, H"
329,8,B,"B, C, F, B, F, F, F, H"
330,8,B,"B, C, F, F, B, B, F, H"
331,8,B,"B, C, F, F, B, F, B, H"
332,8,B,"B, C, F, F, B, F, F, H"
333,8,B,"B, C, F, F, F, B, B, H"
334,8,B,"B, C, F, F, F, B, F, H"
335,8,B,"B, C, F, F, F, F, B, H"
336,8,B,"B, C, F, F, F, F, F, H"
337,8,B,"B, F, B, B, F, F, F, H"
338,8,B,"B, F, B, F, B, F, F, H"
339,8,B,"B, F, B, F, F, B, F, H"
340,8,B,"B, F, B, F, F, F, B, H"
341,8,B,"B, F, B, F, F, F, F, H"
342,8,B,"B, F, F, B, B, F, F, H"
343,8,B,"B, F, F, B, F, B, F, H"
344,8,B,"B, F, F, B, F, F, B, H"
345,8,B,"B, F, F, B, F, F, F, H"
346,8,B,"B, F, F, F, B, B, F, H"
347,8,B,"B, F, F, F, B, F, B, H"
348,8,B,"B, F, F, F, B, F, F, H"
349,8,B,"B, F, F, F, F, B, B, H"
350,8,B,"B, F, F, F, F, B, F, H"
351,8,B,"B, F, F, F, F, F, B, H"
352,8,B,"B, F, F, F, F, F, F, H"
353,8,S,"S, B, B, B, F, F, F, H"
354,8,S,"S, B, B, F, B, F, F, H"
355,8,S,"S, B, B, F, F, B, F, H"
356,8,S,"S, B, B, F, F, F, B, H"
357,8,S,"S, B, B, F, F, F, F, H"
358,8,S,"S, B, F, B, B, F, F, H"
359,8,S,"S, B, F, B, F, B, F, H"
360,8,S,"S, B, F, B, F, F, B, H"
361,8,S,"S, B, F, B, F, F, F, H"
362,8,S,"S, B, F, F, B, B, F, H"
363,8,S,"S, B, F, F, B, F, B, H"
364,8,S,"S, B, F, F, B, F, F, H"
365,8,S,"S, B, F, F, F, B, B, H"
366,8,S,"S, B, F, F, F, B, F, H"
367,8,S,"S, B, F, F, F, F, B, H"
368,8,S,"S, B, F, F, F, F, F, H"
369,8,S,"S, F, B, B, B, F, F, H"
370,8,S,"S, F, B, B, F, B, F, H"
371,8,S,"S, F, B, B, F, F, B, H"
372,8,S,"S, F, B, B, F, F, F, H"
373,8,S,"S, F, B, F, B, B, F, H"
374,8,S,"S, F, B, F, B, F, B, H"
375,8,S,"S, F, B, F, B, F, F, H"
376,8,S,"S, F, B, F, F, B, B, H"
377,8,S,"S, F, B, F, F, B, F, H"
378,8,S,"S, F, B, F, F, F, B, H"
379,8,S,"S, F, B, F, F, F, F, H"
380,8,S,"S, F, F, B, B, B, F, H"
381,8,S,"S, F, F, B, B, F, B, H"
382,8,S,"S, F, F, B, B, F, F, H"
383,8,S,"S, F, F, B, F, B, B, H"
384,8,S,"S, F, F, B, F, B, F, H"
385,8,S,"S, F, F, B, F, F, B, H"
386,8,S,"S, F, F, B, F, F, F, H"
387,8,S,"S, F, F, F, B, B, B, H"
388,8,S,"S, F, F, F, B, B, F, H"
389,8,S,"S, F, F, F, B, F, B, H"
390,8,S,"S, F, F, F, B, F, F, H"
391,8,S,"S, F, F, F, F, B, B, H"
392,8,S,"S, F, F, F, F, B, F, H"
393,8,S,"S, F, F, F, F, F, B, H"
394,8,S,"S, F, F, F, F, F, F, H"
395,8,C,"C, B, B, B, F, F, F, H"
396,8,C,"C, B, B, F, B, F, F, H"
397,8,C,"C, B, B, F, F, B, F, H"
398,8,C,"C, B, B, F, F, F, B, H"
399,8,C,"C, B, B, F, F, F, F, H"
400,8,C,"C, B, F, B, B, F, F, H"
401,8,C,"C, B, F, B, F, B, F, H"
402,8,C,"C, B, F, B, F, F, B, H"
403,8,C,"C, B, F, B, F, F, F, H"
404,8,C,"C, B, F, F, B, B, F, H"
405,8,C,"C, B, F, F, B, F, B, H"
406,8,C,"C, B, F, F, B, F, F, H"
407,8,C,"C, B, F, F, F, B, B, H"
408,8,C,"C, B, F, F, F, B, F, H"
409,8,C,"C, B, F, F, F, F, B, H"
410,8,C,"C, B, F, F, F, F, F, H"
411,8,C,"C, F, B, B, B, F, F, H"
412,8,C,"C, F, B, B, F, B, F, H"
413,8,C,"C, F, B, B, F, F, B, H"
414,8,C,"C, F, B, B, F, F, F, H"
415,8,C,"C, F, B, F, B, B, F, H"
416,8,C,"C, F, B, F, B, F, B, H"
417,8,C,"C, F, B, F, B, F, F, H"
418,8,C,"C, F, B, F, F, B, B, H"
419,8,C,"C, F, B, F, F, B, F, H"
420,8,C,"C, F, B, F, F, F, B, H"
421,8,C,"C, F, B, F, F, F, F, H"
422,8,C,"C, F, F, B, B, B, F, H"
423,8,C,"C, F, F, B, B, F, B, H"
424,8,C,"C, F, F, B, B, F, F, H"
425,8,C,"C, F, F, B, F, B, B, H"
426,8,C,"C, F, F, B, F, B, F, H"
427,8,C,"C, F, F, B, F, F, B, H"
428,8,C,"C, F, F, B, F, F, F, H"
429,8,C,"C, F, F, F, B, B, B, H"
430,8,C,"C, F, F, F, B, B, F, H"
431,8,C,"C, F, F, F, B, F, B, H"
432,8,C,"C, F, F, F, B, F, F, H"
433,8,C,"C, F, F, F, F, B, B, H"
434,8,C,"C, F, F, F, F, B, F, H"
435,8,C,"C, F, F, F, F, F, B, H"
436,8,C,"C, F, F, F, F, F, F, H"
437,8,F,"F, B, B, B, F, F, F, H"
438,8,F,"F, B, B, F, B, F, F, H"
439,8,F,"F, B, B, F, F, B, F, H"
440,8,F,"F, B, B, F, F, F, B, H"
441,8,F,"F, B, B, F, F, F, F, H"
442,8,F,"F, B, F, B, B, F, F, H"
443,8,F,"F, B, F, B, F, B, F, H"
444,8,F,"F, B, F, B, F, F, B, H"
445,8,F,"F, B, F, B, F, F, F, H"
446,8,F,"F, B, F, F, B, B, F, H"
447,8,F,"F, B, F, F, B, F, B, H"
448,8,F,"F, B, F, F, B, F, F, H"
449,8,F,"F, B, F, F, F, B, B, H"
450,8,F,"F, B, F, F, F, B, F, H"
451,8,F,"F, B, F, F, F, F, B, H"
452,8,F,"F, B, F, F, F, F, F, H"
453,8,F,"F, F, B, B, B, F, F, H"
454,8,F,"F, F, B, B, F, B, F, H"
455,8,F,"F, F, B, B, F, F, B, H"
456,8,F,"F, F, B, B, F, F, F, H"
457,8,F,"F, F, B, F, B, B, F, H"
458,8,F,"F, F, B, F, B, F, B, H"
459,8,F,"F, F, B, F, B, F, F, H"
460,8,F,"F, F, B, F, F, B, B, H"
461,8,F,"F, F, B, F, F, B, F, H"
462,8,F,"F, F, B, F, F, F, B, H"
463,8,F,"F, F, B, F, F, F, F, H"
464,8,F,"F, F, F, B, B, B, F, H"
465,8,F,"F, F, F, B, B, F, B, H"
466,8,F,"F, F, F, B, B, F, F, H"
467,8,F,"F, F, F, B, F, B, B, H"
468,8,F,"F, F, F, B, F, B, F, H"
469,8,F,"F, F, F, B, F, F, B, H"
470,8,F,"F, F, F, B, F, F, F, H"
471,8,F,"F, F, F, F, B, B, B, H"
472,8,F,"F, F, F, F, B, B, F, H"
473,8,F,"F, F, F, F, B, F, B, H"
474,8,F,"F, F, F, F, B, F, F, H"
475,8,F,"F, F, F, F, F, B, B, H"
476,8,F,"F, F, F, F, F, B, F, H"
477,8,F,"F, F, F, F, F, F, B, H"
478,8,F,"F, F, F, F, F, F, F, H"
479,9,B,"B, B, B, S, F, F, F, F, H"
480,9,B,"B, B, B, C, F, F, F, F, H"
481,9,B,"B, B, B, F, F, F, F, F, H"
482,9,B,"B, B, S, B, F, F, F, F, H"
483,9,B,"B, B, S, F, B, F, F, F, H"
484,9,B,"B, B, S, F, F, B, F, F, H"
485,9,B,"B, B, S, F, F, F, B, F, H"
486,9,B,"B, B, S, F, F, F, F, B, H"
487,9,B,"B, B, S, F, F, F, F, F, H"
488,9,B,"B, B, C, B, F, F, F, F, H"
489,9,B,"B, B, C, F, B, F, F, F, H"
490,9,B,"B, B, C, F, F, B, F, F, H"
491,9,B,"B, B, C, F, F, F, B, F, H"
492,9,B,"B, B, C, F, F, F, F, B, H"
493,9,B,"B, B, C, F, F, F, F, F, H"
494,9,B,"B, B, F, B, F, F, F, F, H"
495,9,B,"B, B, F, F, B, F, F, F, H"
496,9,B,"B, B, F, F, F, B, F, F, H"
497,9,B,"B, B, F, F, F, F, B, F, H"
498,9,B,"B, B, F, F, F, F, F, B, H"
499,9,B,"B, B, F, F, F, F, F, F, H"
500,9,B,"B, S, B, B, F, F, F, F, H"
501,9,B,"B, S, B, F, B, F, F, F, H"
502,9,B,"B, S, B, F, F, B, F, F, H"
503,9,B,"B, S, B, F, F, F, B, F, H"
504,9,B,"B, S, B, F, F, F, F, B, H"
505,9,B,"B, S, B, F, F, F, F, F, H"
506,9,B,"B, S, F, B, B, F, F, F, H"
507,9,B,"B, S, F, B, F, B, F, F, H"
508,9,B,"B, S, F, B, F, F, B, F, H"
509,9,B,"B, S, F, B, F, F, F, B, H"
510,9,B,"B, S, F, B, F, F, F, F, H"
511,9,B,"B, S, F, F, B, B, F, F, H"
512,9,B,"B, S, F, F, B, F, B, F, H"
513,9,B,"B, S, F, F, B, F, F, B, H"
514,9,B,"B, S, F, F, B, F, F, F, H"
515,9,B,"B, S, F, F, F, B, B, F, H"
516,9,B,"B, S, F, F, F, B, F, B, H"
517,9,B,"B, S, F, F, F, B, F, F, H"
518,9,B,"B, S, F, F, F, F, B, B, H"
519,9,B,"B, S, F, F, F, F, B, F, H"
520,9,B,"B, S, F, F, F, F, F, B, H"
521,9,B,"B, S, F, F, F, F, F, F, H"
522,9,B,"B, C, B, B, F, F, F, F, H"
523,9,B,"B, C, B, F, B, F, F, F, H"
524,9,B,"B, C, B, F, F, B, F, F, H"
525,9,B,"B, C, B, F, F, F, B, F, H"
526,9,B,"B, C, B, F, F, F, F, B, H"
527,9,B,"B, C, B, F, F, F, F, F, H"
528,9,B,"B, C, F, B, B, F, F, F, H"
529,9,B,"B, C, F, B, F, B, F, F, H"
530,9,B,"B, C, F, B, F, F, B, F, H"
531,9,B,"B, C, F, B, F, F, F, B, H"
532,9,B,"B, C, F, B, F, F, F, F, H"
533,9,B,"B, C, F, F, B, B, F, F, H"
534,9,B,"B, C, F, F, B, F, B, F, H"
535,9,B,"B, C, F, F, B, F, F, B, H"
536,9,B,"B, C, F, F, B, F, F, F, H"
537,9,B,"B, C, F, F, F, B, B, F, H"
538,9,B,"B, C, F, F, F, B, F, B, H"
539,9,B,"B, C, F, F, F, B, F, F, H"
540,9,B,"B, C, F, F, F, F, B, B, H"
541,9,B,"B, C, F, F, F, F, B, F, H"
542,9,B,"B, C, F, F, F, F, F, B, H"
543,9,B,"B, C, F, F, F, F, F, F, H"
544,9,B,"B, F, B, B, F, F, F, F, H"
545,9,B,"B, F, B, F, B, F, F, F, H"
546,9,B,"B, F, B, F, F, B, F, F, H"
547,9,B,"B, F, B, F, F, F, B, F, H"
548,9,B,"B, F, B, F, F, F, F, B, H"
549,9,B,"B, F, B, F, F, F, F, F, H"
550,9,B,"B, F, F, B, B, F, F, F, H"
551,9,B,"B, F, F, B, F, B, F, F, H"
552,9,B,"B, F, F, B, F, F, B, F, H"
553,9,B,"B, F, F, B, F, F, F, B, H"
554,9,B,"B, F, F, B, F, F, F, F, H"
555,9,B,"B, F, F, F, B, B, F, F, H"
556,9,B,"B, F, F, F, B, F, B, F, H"
557,9,B,"B, F, F, F, B, F, F, B, H"
558,9,B,"B, F, F, F, B, F, F, F, H"
559,9,B,"B, F, F, F, F, B, B, F, H"
560,9,B,"B, F, F, F, F, B, F, B, H"
561,9,B,"B, F, F, F, F, B, F, F, H"
562,9,B,"B, F, F, F, F, F, B, B, H"
563,9,B,"B, F, F, F, F, F, B, F, H"
564,9,B,"B, F, F, F, F, F, F, B, H"
565,9,B,"B, F, F, F, F, F, F, F, H"
566,9,S,"S, B, B, B, F, F, F, F, H"
567,9,S,"S, B, B, F, B, F, F, F, H"
568,9,S,"S, B, B, F, F, B, F, F, H"
569,9,S,"S, B, B, F, F, F, B, F, H"
570,9,S,"S, B, B, F, F, F, F, B, H"
571,9,S,"S, B, B, F, F, F, F, F, H"
572,9,S,"S, B, F, B, B, F, F, F, H"
573,9,S,"S, B, F, B, F, B, F, F, H"
574,9,S,"S, B, F, B, F, F, B, F, H"
575,9,S,"S, B, F, B, F, F, F, B, H"
576,9,S,"S, B, F, B, F, F, F, F, H"
577,9,S,"S, B, F, F, B, B, F, F, H"
578,9,S,"S, B, F, F, B, F, B, F, H"
579,9,S,"S, B, F, F, B, F, F, B, H"
580,9,S,"S, B, F, F, B, F, F, F, H"
581,9,S,"S, B, F, F, F, B, B, F, H"
582,9,S,"S, B, F, F, F, B, F, B, H"
583,9,S,"S, B, F, F, F, B, F, F, H"
584,9,S,"S, B, F, F, F, F, B, B, H"
585,9,S,"S, B, F, F, F, F, B, F, H"
586,9,S,"S, B, F, F, F, F, F, B, H"
587,9,S,"S, B, F, F, F, F, F, F, H"
588,9,S,"S, F, B, B, B, F, F, F, H"
589,9,S,"S, F, B, B, F, B, F, F, H"
590,9,S,"S, F, B, B, F, F, B, F, H"
591,9,S,"S, F, B, B, F, F, F, B, H"
592,9,S,"S, F, B, B, F, F, F, F, H"
593,9,S,"S, F, B, F, B, B, F, F, H"
594,9,S,"S, F, B, F, B, F, B, F, H"
595,9,S,"S, F, B, F, B, F, F, B, H"
596,9,S,"S, F, B, F, B, F, F, F, H"
597,9,S,"S, F, B, F, F, B, B, F, H"
598,9,S,"S, F, B, F, F, B, F, B, H"
599,9,S,"S, F, B, F, F, B, F, F, H"
600,9,S,"S, F, B, F, F, F, B, B, H"
601,9,S,"S, F, B, F, F, F, B, F, H"
602,9,S,"S, F, B, F, F, F, F, B, H"
603,9,S,"S, F, B, F, F, F, F, F, H"
604,9,S,"S, F, F, B, B, B, F, F, H"
605,9,S,"S, F, F, B, B, F, B, F, H"
606,9,S,"S, F, F, B, B, F, F, B, H"
607,9,S,"S, F, F, B, B, F, F, F, H"
608,9,S,"S, F, F, B, F, B, B, F, H"
609,9,S,"S, F, F, B, F, B, F, B, H"
610,9,S,"S, F, F, B, F, B, F, F, H"
611,9,S,"S, F, F, B, F, F, B, B, H"
612,9,S,"S, F, F, B, F, F, B, F, H"
613,9,S,"S, F, F, B, F, F, F, B, H"
614,9,S,"S, F, F, B, F, F, F, F, H"
615,9,S,"S, F, F, F, B, B, B, F, H"
616,9,S,"S, F, F, F, B, B, F, B, H"
617,9,S,"S, F, F, F, B, B, F, F, H"
618,9,S,"S, F, F, F, B, F, B, B, H"
619,9,S,"S, F, F, F, B, F, B, F, H"
